region,segment,technology,unit,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
austria,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
austria,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
poland,cement,conventional,eur_per_tonne_cement_per_year,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
poland,cement,ccs,eur_per_tonne_cement_per_year,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
poland,cement,af,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
poland,cement,af_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
poland,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poland,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
poland,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
poland,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
portugal,cement,conventional,eur_per_tonne_cement_per_year,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
portugal,cement,ccs,eur_per_tonne_cement_per_year,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
portugal,cement,af,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
portugal,cement,af_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
portugal,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portugal,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
portugal,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
portugal,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
romania,cement,conventional,eur_per_tonne_cement_per_year,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
romania,cement,ccs,eur_per_tonne_cement_per_year,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
romania,cement,af,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
romania,cement,af_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
romania,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romania,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
romania,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
romania,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
slovenia,cement,conventional,eur_per_tonne_cement_per_year,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
slovenia,cement,ccs,eur_per_tonne_cement_per_year,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
slovenia,cement,af,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
slovenia,cement,af_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
slovenia,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slovenia,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
slovenia,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
slovenia,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
slovakia,cement,conventional,eur_per_tonne_cement_per_year,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
slovakia,cement,ccs,eur_per_tonne_cement_per_year,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
slovakia,cement,af,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
slovakia,cement,af_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
slovakia,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slovakia,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
slovakia,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
slovakia,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
finland,cement,conventional,eur_per_tonne_cement_per_year,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
finland,cement,ccs,eur_per_tonne_cement_per_year,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
finland,cement,af,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
finland,cement,af_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
finland,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finland,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
finland,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
finland,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
sweden,cement,conventional,eur_per_tonne_cement_per_year,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
sweden,cement,ccs,eur_per_tonne_cement_per_year,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
sweden,cement,af,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
sweden,cement,af_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
sweden,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweden,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
sweden,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
sweden,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
